,title,content,keywords
11,视频｜女子隆胸一大一小整形医院：手术没失败,爱美之心人皆有之。南宁的黄女士反映，她去年做了隆胸手术，可没想到，手术后胸部看起来一大一小，给她的生活带来了很大困扰。\n黄女士表示，去年8月31日，她通过熟人介绍，在望园路MX梦想整形做了隆胸手术，术后肩膀和胸部出现了不同程度的疼痛，但机构工作人员跟她说，这是术后正常反应。可手术后不久，她发现自己胸部变得一大一小，右手手臂无法正常抬起。\n南宁市民黄女士表示：“手术后的一个月就发生了胸部两侧大小不一样、高低不一样，然后疼痛难忍。跟他们协商一年下来，没有一个结果。现在整形机构提出的方案通过打封闭针，把我的神经剪断，以阻止我的痛苦，采取乳晕切口来进行修复，我不同意。我想退回款项，然后由梦想整形负责医药费到三甲医院去进行取出假体，如果影响我的正常生活，需要后续治疗费用和赔偿。”\n黄女士说，隆胸手术属于二级手术，医疗机构必须拥有美容外科二级项目执业许可证。但她在南宁市行政审批局官网上查到，MX梦想整形隶属南宁梦想医疗美容门诊部，而2018年7月3日发布的许可证显示，南宁梦想医疗美容门诊部只具备美容外科一级项目执业许可证，直到今年4月17日才拥有美容外科二级项目执业许可证。那么，整形机构是不是真的在没有执业许可证的情况下，就违规进行了隆胸手术呢？记者和黄女士一起来到MX梦想整形了解情况。\nMX梦想整形主管欧国强告诉记者，他们的所有证件均齐全合规，还展示了医疗机构执业许可证原件，上面明确显示在2018年7月3日，南宁梦想医疗美容门诊部就已经拥有美容外科二级项目执业许可证。至于为什么跟官网发布的情况不一样，欧国强表示不清楚。\n欧国强还告诉记者，去年黄女士参加的活动是通过朋友带来消费，手术费每个月返现，现在MX梦想整形已经将费用全部返还给黄女士。\nMX梦想整形主管欧国强表示：“女孩子的胸外扩的话都会有点不舒服，我觉得这是很常识的一种现象。我们本来就是秉着负责任的心态来解决这个问题，也提出我们去帮你改进这个手术方案。这个行业没有所谓的标准，有些鼻子做高了觉得不好看，这算失败吗？”\n欧国强表示，如果黄女士坚持认为是手术失败的话，可以寻求第三方机构来鉴定。\n欧国强说：“我们愿意配合你走司法程序，如果去检查有什么二级、三级、四级什么样的伤残鉴定之后，法院判我们怎么样，我们绝对服从。”\n（来源：广西台新闻中心实习编辑：陆熠）,手术;整形;隆胸;许可证
12,學霸兒「精通各項樂器+劍術」！林煒夫妻為籌錢只能這樣做,娛樂中心／綜合報導\n演員林煒多年前演出電視劇《花系列》，精湛的演技配上斯文的外表，讓他漸漸成為觀眾心目中經典男主角的不敗地位，1999年和港星龔慈恩結婚，兩人婚後育有一子一女，不料近日男方卻被拍到與女總裁激吻，事後林煒也大方承認兩人「戀愛ING」，而網友也起底林煒與龔慈恩的寶貝女兒，發現夫妻倆為了女兒的前途，砸了不少家產。\n▼▲林煒透露與港星龔慈恩婚姻「只差簽字」。（圖／翻攝自臉書）\n林愷鈴（Ashley）目前已經19歲，在媽媽的規劃下，兩個小孩都進入香港聖保羅男女中學就讀，一個月的學費高達3萬多元，下課後的補習費更是驚人，粗估一個月的教育費至少6萬。根據《FUN頭條》報導，林煒先前受訪也透露「成績都是用錢堆出來的」，夫妻倆甚至賣掉加拿大的房子，只為了補貼家用。\n▼▲林愷鈴精通音樂，還非常喜歡看原文書。（圖／翻攝自IG）\n好在女兒非常爭氣，不僅拿過校內音樂節聲樂獨唱冠軍外，17歲前就曾通過6級鋼琴、8級聲樂考試，精通的樂器包括中提琴、長笛，劍術跟馬術更是她最擅長的項目，18歲也以優異成績考上第一志願香港大學，目前也已經出道當藝人，常常會在社群平台上曬出自己的美照，未來可說是不可限量。\n,林煒;女兒;龔慈恩;
13,MLB》這就是棒球！9下攻7分國民驚人逆轉,國民在與大都會之戰上演不可思議逆轉秀！兩隊都推出王牌應戰，不過薛爾瑟(MaxScherzer)與狄葛朗(JacobdeGrom)都無關勝敗，大都會9局上半海灌5分拉開比分，沒想到國民9局下半上演驚人逆轉，鈴木清再見3分炮，率領國民單局攻下7分，是隊史最驚人逆轉之役。\n國民王牌薛爾瑟主投6局被敲5安，其中被敲一發2分炮，失掉4分以敗投身分退場，狄葛朗前7局僅失2分，不過8局下半續投就被鳥索托(JuanSoto)敲出2分炮，大都會緊急更換投手止住失分，8局結束大都會以5比4領先。\n9局上半大都會尼莫(BrandonNimmo)第一球就出手敲陽春炮，隨後阿隆索(PeteAlonso)更敲出本季第44轟，並列大聯盟全壘打王，大都會此局灌進5分大局，原以為勝券在握，沒想到下半局國民更驚人。\n大都會握有6分領先，進入9局下半後援投手卻大放火，連換3名投手都無法止住國民攻勢，先連續6支安打追回3分後，鈴木清面對國民終結者狄亞茲(EdwinDiaz)連續3顆約100英里(約161公里)火球，最終將球送往左外野方向，成為石破天驚的逆轉3分炮，助國民最終以11比10向大都會說再見。\n國民單局灌進7分，是隊史上第9局追最多分的逆轉勝，同時此為鈴木清生涯第3次再見全壘打。這場得來不易的勝利，幫助國民在國聯的外卡爭奪排名暫居第一，領先第二的小熊3.5場勝差。\nMLB》返海盜升上大聯盟王維中：台灣孩子加油\n影》棒球版「迴旋蛇球」？界外滾進場隊友笑瘋\n(中時電子報)\n#國民#大都會#鈴木清#再見全壘打#逆轉\n,棒球;
14,怀孕以后，有3种食物孕妇常吃有益视力，还能帮助宝宝的脑部发育,一般来说，孕妇越重视自己的饮食问题，那么小宝宝就越有可能发育得更好。因为对于宝宝来说，获取营养的方式只有一种，那就是汲取母体里的营养。如果女性们是第一次生育的话，那么对饮食这方面可能还不是太了解，不知道自己可以多吃什么。怀孕以后，有3种食物孕妇常吃有益视力，还能帮助宝宝的脑部发育。\n第一种食物就是鱼汤\n家里老人通常很喜欢给孕妇熬一些鱼汤，放在吃饭前喝，这主要是因为喝鱼汤能给孕妇带来两个好处。第一个就是它里面的营养成分很丰富，能满足孕妇自身以及宝宝的营养需求。还有一个就是它具有缓解孕吐的功效型，有些孕妇孕吐的情况非常严重，一闻到食物的气味就想吐，大大影响了平时的进餐，这个时候就可以喝些鱼汤，能让这种情况得到减弱，从而起到安胎的效果。而且鱼汤这种食物的味道也很鲜美，大多数孕妇都会喜欢吃的。\n第二种食物就是坚果类\n女性们怀上小宝宝之后，都很惊讶自己的胃口变大了不少，一般到下午两三点的时候就会觉得肚子饿，不吃点东西进去就很难受。虽然小零食的种类非常丰富，但大多数都是不适合孕妇吃的。这个时候就可以买些坚果类的东西，这是一个很不错的选择，比如核桃等等。因为它里面的营养价值很高，孕妇们每天吃上几个的话，就能帮助宝宝脑部发育得更好。不过孕妇们需要注意一点，它里面的脂肪含量比较高，不能吃太多，不然的话容易出现过度肥胖的问题。\n第三种食物就是蓝莓\n有些孕妇很想吃些水果，来给宝宝补充额外的营养，这个时候蓝莓就是非常好的选择。因为它能给孕妇以及宝宝带来一些好的地方，它里面的花青素非常充分，能够起到改善气色的效果。如果孕妇频繁摄入的话，不仅自己的气色会变得更红润，而且小宝宝的眼睛也会变得更加明亮有神，有益宝宝视力。从这个方面可以看出，孕妇们多吃些蓝莓还是很有益处的，所以平时可以多买些。虽然它的价格比较高，但还是非常值当的。\n以上就是孕妈们能常吃的食物，希望孕妈们看完以上的内容之后能够更了解自己可以吃什么食物，这样的话就能帮助宝宝更好地发育了。\n,怀孕;孕妇饮食
15,篮球世界杯中国59:72负于委内瑞拉无缘16强,比赛概况\n北京时间2019年09月04日20时00分，2019年国际篮联篮球世界杯小组赛阶段继续进行，身处A组的中国队迎战委内瑞拉队，男篮的小伙子们拼尽全力，但是由于实力差距，以59:72的比分，不敌委内瑞拉队。\n比赛回顾\n开场之后，凭借着古里恩特的出色发挥，委内瑞拉单节保持着领先，首节打完单节比分为18-10。\n次节回来，双方打起对攻，谁都没能占到便宜。半场战罢，单节比分为15-13。\n易边再战，第三节两队战成18-18平，中国以41-51落后。\n比赛进入最后一节，委内瑞拉依靠科梅纳雷斯在防守端的稳定发挥，顶住了中国的反扑。全场比赛结束，委内瑞拉以72-59击败中国。\n数据解读\n委内瑞拉队数据：\n古里恩特15分3篮板8助攻1抢断；\n刘易斯13分1篮板2助攻1抢断；\nG.巴尔加斯12分4篮板1助攻；\n科梅纳雷斯11分7篮板1抢断1盖帽；\n萨莫拉5分3篮板2助攻1抢断。\n中国队数据：\n方硕13分1篮板1助攻；\n赵继伟12分1篮板4助攻3抢断；\n易建联11分8篮板1抢断1盖帽；\n周琦8分7篮板1助攻2盖帽；\n翟晓川5分1抢断。\n【如果您有新闻线索，欢迎向我们报料，一经采纳有费用酬谢。报料微信关注：ihxdsb，报料QQ：3386405712】,篮球;委内瑞拉;
16,孔美琪委员：建议新片区税收政策逐渐延伸至实体税制,东方网记者薛宁薇9月4日报道：“上海自贸区新片区特殊经济功能的先行探索，需要新的制度安排及特殊政策。”今天下午举行的上海市政协十三届十二次常委会议上，政协委员们就“建设上海自由贸易试验区新片区，打造更具国际市场影响力和竞争力的特殊经济功能区”开展专题议政，市政协委员孔美琪认为，增强自贸区新片区的吸引力，有必要在税收上进行较大改革。\n在孔美琪看来，上海自贸区是否具有国际竞争力已成为新片区建设中作为不可忽视的内容，但在现行自贸试验区政策框架下，全国各地自贸区在企业所得税及个人所得税方面均实行与国内基本一致的税率水平，税改推进成效不大。为此，她提出，在新片区建立新税制应该遵循注重规则与国际接轨、分类管理、一视同仁的国民待遇，以及加强宏观监管这四项原则。\n根据上述原则，孔美琪建议，上海自贸区新片区建设应发挥集聚大批国际金融机构、跨国公司贸易总部分支机构及金融贸易高端人才的综合优势，在自贸试验区已经试行多年的本外币一体化自由贸易账户的基础上，加强有利于离岸经济建设的特殊税收政策制度供给，吸引全球跨国企业包括国内跨国企业到新片区设立投资、结算、运营总部，进一步推进离岸企业落地，支持和鼓励其发展对标国际标准的离岸金融和贸易业务。\n探索建立具有国际竞争力的上海自贸区新片区税收体系方面，孔美琪建议，新片区应创新实施与国际自由贸易区惯例接轨的税收政策，从后端的税收征管和纳税人服务逐渐向前端延伸至实体税制。“基于新片区的特殊功能定位，以‘简税制、低税率、惠税收’为原则，对实行‘境内关外’监管区域内的实体企业及其他特殊机构（公司）实施差别化的税制安排，强化对全球跨国企业和一流人才的引力作用。”孔美琪表示。,自贸区;;试验区;税收政策
17,一位美国儿童用品制造商的担忧,约瑟夫·沙米是美国德尔塔儿童用品公司总裁。近日，他频频出现在美国各类新闻访谈节目中，希望通过媒体让白宫明白：挑起对中国的经贸摩擦不仅让美国消费者损失金钱，还有可能造成更大损失。\n　　德尔塔公司于1968年由沙米的父亲在纽约一手创办，现已成为美国最大的婴幼儿用品制造商之一。德尔塔的婴儿床、摇篮车等产品因质量过硬、价格亲民备受普通家庭喜爱，目前在美国市场占有率超过一半。\n　　沙米说，公司超过80%的生产线在中国，目前公司大部分商品已被加征25%关税。尽管公司承担了一部分关税成本，但商品价格还是被迫小幅上涨，导致婴儿床销量出现下跌。\n　　“一旦涨价，有些父母可能就会选择二手货，而部分二手商品可能会存在零部件破损、达不到最新安全标准等问题，容易造成意外。”沙米站在一张木制婴儿床前说，“你看，如果孩子抓着床的围栏上蹦下跳，而当时身边恰好没有成年人，那么哪怕一颗略微松动的螺丝都可能导致孩子坠地。”\n　　还有让沙米担心的一种情形是，有的父母为了省钱，干脆和婴幼儿睡在一张床上。根据美国儿科学会最新报告，全美每年约有3700名婴幼儿死于与睡眠相关的意外，其中因和父母同床导致窒息的案例屡见不鲜。\n　　“我现在最担心的是婴幼儿的安全受到危害。”沙米在位于纽约曼哈顿的德尔塔总部对记者说。\n　　此外，在关税压力下，某些商家还可能“偷工减料”。沙米说：“不是所有企业都能长期承受关税的，有些承受不起的可能会选择降低成本，最终受伤害的还是消费者。”\n　　针对一些美方人士要求在华经营的美国公司撤离中国的言论，沙米表示，中国可以同时保证德尔塔产品的产量和安全性，不可能一夜之间找到其他替代方案。\n　　近一年多来，经贸摩擦升级造成的不确定性令沙米非常沮丧：“现在市场上的不确定性太多了，这是商人最不愿意面对的情况。”\n　　沙米曾两次参加在华盛顿举行的对中国输美商品加征关税听证会，每次都有婴幼儿产品生产商代表跟他一起表达对美国关税政策的反对。他们的声音很一致：应该让所有家庭都能买得起足够安全的产品，保障孩子们健康成长。\n　　“贸易战中受伤最深的是那些原本就收入不高的家庭，”沙米说，“抚养一个孩子长大需要花很多钱，关税的冲击将导致他们更加入不敷出，或者承担更多安全风险，这对他们来说公平吗？”\n,美国;儿童用品;德尔塔;
18,具惠善爆安宰贤出轨女演员，公布11项婚姻守则，即将暂退娱乐圈,继韩娱圈双宋夫妻离婚后，具惠善安宰贤继续接力上演离婚大戏。目前事件已经持续多日，具惠善占领了道德高地，而安宰贤虽有经纪公司帮忙，但是毕竟理亏并没有获得多少人的支持。在这其中，具惠善频繁爆出男方变心，醉酒与其他女性搞暧昧的料，甚至男方嫌弃自己不性感。\n近日具惠善又在社交账号上，上传二人结婚初期定下的婚姻守则内容，安宰贤其中就有11条。\n内容分别是：\n1、在外面喝酒，只能喝到晚上10点，不能喝到不醒人事；2、不能任性闹脾气；3、不能带给他人伤害、4、脱掉的衣物放回原位、5、吃剩的食物要及时清理（不能堆在洗碗盆）；6、需清洗的衣物放在洗衣室；7、喝醉后心情很好也不要叫嚣，禁止动粗及使用暴力等；8、凌晨12点前回家（拍摄时除外）；9、一周清理一次猫厕所；10、小心说话（尤其不要在背后说他人闲话）；11、整理鞋履；\n不知道这些规矩，各位女性朋友有没有对自己老公也这样要求？\n而对于具惠善需要注意婚姻守则上则写着“没有”。能够想象得出二人当时在定守则时，感情想必十分甜蜜，男方才签订了这个“不平等条约”。\n对于女方为何在这个时候爆出这些，具惠善给出的解释是想要安宰贤认错以及道歉。随后这则动态又被删除。\n后来具惠善又上传了自己与爱犬的合照，并配文来宣传即将出版的散文诗集，并表示要与支持她的朋友们做“最后的问候”。\n对于具惠善突然告别，网友粉丝们很是担心她是否是因与安宰贤闹婚变而心灰意冷将要隐退。\n随后具惠善的法务代理人表示在推出散文集后将会暂停演艺活动，将会重返大学继续修读艺术学部影像学系。\n韩媒很是给力，有接力曝光了二人在2018年9月份的短信内容，当时二人婚姻感情不错，经常不时的用“我爱你”问候对方。而上个月具惠善单方面爆出婚变则是因为发现了男方有外遇。\n虽然韩星赚钱少但是工作很忙，业余生活匮乏，据悉安宰贤的外遇是拍戏认识。尤其是发现婚变的最后一个月，安宰贤便开始不理会具惠善，频繁与外遇发短信谈天说笑。\n目前具惠善的法务代理人表示不会改变与安宰贤离婚的立场。不管怎样，二人已经是破镜难圆的状态，具惠善单方面的爆料让安宰贤口碑跌至谷底。将自己的老公名声搞臭，又不想与老公离婚，只是想让老公认错和道歉，这逻辑有点让人难以理解……\n,外遇;韩娱;娱乐八卦;婚姻
19,辽宁开展秋季校园食品安全检查,本报讯（刘龙基记者李卫东）校园食品安全事关学生身体健康，事关万千家庭幸福及社会和谐稳定。学校秋季开学在即，为进一步加强校园食品安全监管工作，严防食品安全事件发生，切实保障广大师生饮食安全，辽宁省市场监督管理局牢固树立“以人民为中心”的监管理念，将采取多项举措，在全省范围内部署开展秋季校园食品安全检查工作。\n在本次检查工作中，首先要切实强化校园食品安全隐患自查整改工作。组织各地在秋季开学前，向学校食堂及相关单位发放校园食品安全风险隐患自查提示函，督促校园及其周边重点餐饮服务单位对经营场所环境卫生、从业人员健康管理、索证索票制度、设备设施运行、餐用具清洗消毒、食品留样等内容开展自查，及时发现并消除安全隐患。\n要求各地对辖区内的所有学校和托幼机构食堂、向学校提供送餐的集体用餐配送单位及校园周边的食品经营者开展一次全面监督检查。坚持以问题为导向，把春季校园排查出的问题及中央依法治国办反馈意见、省局双随机、明察暗访检查的问题，作为秋季校园食品安全重点督查内容；强化立行立改、及时复查整改结果，坚决依法查处违法违规行为。\n同时要求将高风险食品原料及食品、餐饮具和供餐单位配送食品列为重点抽检对象，及时向社会公布监督检查和抽检结果。对供餐食品抽检不合格的，要依法查处，并督促学校食堂立即更换供餐单位或供餐食品。\n监管部门将全面核查清理校园食堂、向学校供餐的集体用餐配送单位及校园周边餐饮服务单位的经营主体资格，严格主体准入，严禁学校及托幼机构食堂、校外托餐经营者、高校周边重点餐饮服务单位无证经营。持续开展全省校园食品安全全覆盖培训工作，进一步压实校（园）长食品安全负责制。在学校及托幼机构食堂全面推广《餐饮服务食品安全操作规范》、色标管理、“餐饮4D管理”等管理方式方法，进一步规范餐饮服务食品安全操作。持续保持学校食堂“明厨亮灶”全覆盖；推进持证托幼机构食堂“明厨亮灶”覆盖率年底前达到100%；在大中城市幼儿园和中小学食堂推行“明厨亮灶”+互联网信息化监管方式。,食品;餐饮;学校食堂;校园;食品安全;
20,林国庆抛17项疑点　要求陈明文讲明三百万,林国庆4日在脸书提出17项疑点，要求陈明文说明300万巨款缘由。（林国庆脸书）\n　　中评社台北9月4日电／英系大将、民进党“立委”陈明文3日搭高铁遗失一只装有新台币300万现金的登机箱，被拾获之后引起轩然大波，各界质疑不断。将于2020嘉义县“立委”选举第二选举区挑战陈明文的前民进党“立委”林国庆4日更在脸书提出17项疑点，表示即使是创业金，也请“明”讲清楚。\n　　林国庆2018年民进党嘉义县长初选时，力挺议长张明达但落败，林国庆事后以开脸书直播的方式，在镜头前宣布退党，并当场剪掉民进党党证。退党的林国庆自许要当“绿色乌鸦”，将投入2020“立委”选举，挑战陈明文。\n　　林国庆脸书全文如下：\n　　创业金请“明”讲清楚\n　　我深刻体会身为人父挺子女的心情，我也相信政廷说是妈妈拿给爸爸的，我更相信钱是要拿去菲律宾投资的。\n　　但大家想知道的是钱是什么时候领的？那家银行领的？还是家�就随时备用的零用金？到底幤面是500　1000还是2000？\n　　大家想知道，高铁拾获失物不是要公告吗？钱没写谁的怎么能交还陈委员？而且是他儿子去领取？我儿子是不是也可以说是我林国庆掉的代我去领取呢？\n　　大家想知道，洗钱防治法规定到银行领钱50万就要说明用途，银行也必须做记录配合“金管会”，银行有往上报吗？\n　　大家想知道为何高铁人员拾获并报案，陈大委员应该很高兴很感谢为何生气？\n　　大家想知道陈大委员应该出面感谢高铁人员却选择失联回避？\n　　大家想知道300万为何不用汇款方便呢？\n　　大家想知道身怀巨款怎么这么大意？到底带多少？掉多少呢？\n　　大家想知道出国可以带这么多现金出海关吗？\n　　大家想知道陈大委员何时出面公开说明？\n,民进党;拾获;陈明文;林国庆;脸书
21,南平市发展和改革委员会关于南平市新建住宅,南发改价格〔2019〕37号\n　　　　　　　　　　　　　　　　　　　　　　　　　\n南平市发展和改革委员会关于南平市新建住宅\n供气工程建设收费标准等有关问题的通知\n各燃气经营企业:\n为进一步规范我市新建住宅供气工程建设收费行为，根据《福建省人民政府关于印发福建省定价目录的通知》（闽政〔2017〕56号）、《国家发展和改革委员会住房和城乡建设部国家市场监督管理总局关于规范城镇燃气工程安装收费的指导意见》（发改价格〔201\n9〕1131号）精神，结合我市实际，经研究，现就南平市新建住宅供气工程建设收费标准和相关事项通知如下：\n一、新建住宅供气工程建设收费标准\n1.新建住宅（不含别墅和自建房）供气工程建设收费最高收费标准为1900元/户。与新建商品房配套建设规划红线范围内的燃气工程安装费用统一纳入商品房开发建设成本，房地产开发企业、燃气企业等不得另外向商品房买受人单独收取。\n2.新建的公共租赁住房、经济适用住房供气工程建设费标准按普通住宅收费标准的9\n5%收取，下浮不限。\n3.已建老旧普通住宅燃气管道建设费，按自愿原则由燃气经营企业与用户协商确定，费用由用户缴纳。\n4.非住宅用户管道燃气工程建设费按自愿原则，在双方合同中约定收取。\n5、本通知生效前，已与建设单位（或业主）签订合同或协议的，按已签订合同或协议执行。\n二、新建住宅供气工程建设费主要用于建筑区划红线内燃气工程勘察、设计、施工、监理、验收等服务而收取的与工程建设相关的服务费和材料费等费用。\n三、本通知自2019年9月1日起执行，执行期3年。《南平市物价局关于核定南平市燃气管道工程建设费收费标准的通知》（南政价〔2016〕124号）同时废止。\n南平市发展和改革委员会\n2019年8月28日\n抄送：省发改委，市市场监管局、各县（市、区）发科局。\n南平市发展和改革委员会办公室\n　　　2019年8月28日印发\n转载链接：\n/cms/infopublic/admin/publicInfo.shtml?id=100473035301950000\n,燃气;工程建设;南平市;标准;收费;
